정류장 고유번호,정류장 명,위도,경도
53052,고운동(만남로),36.501134,127.236316
53053,고운동(만남로),36.500435,127.235985
32123,연동면 복합커뮤니티센터,36.555077,127.326537
32124,연동면 복합커뮤니티센터,36.555012,127.326823
57027,산학연클러스터,36.501718,127.328826
57028,산학연클러스터,36.500789,127.328331
57029,집현동,36.498135,127.322785
57030,집현동,36.497917,127.321985
31073,누리동,36.533978,127.29214
53054,세종누리학교,36.525453,127.242234
53055,세종누리학교,36.525623,127.242241
51134,주택성능연구개발센터,36.4686297,127.2415678
62011,수루배마을6단지,36.494364,127.318453
62012,수루배마을6단지,36.494546,127.318515
52063,한뜰마을3단지,36.504765,127.277736
51135,주택성능연구개발센터,36.4684392,127.2412886
35102,장기중학교후문,36.495592,127.203518
35103,장기중학교후문,36.495617,127.203627
51136,"새뜸마을7,10단지",36.48844,127.250695
62013,수루배마을4단지,36.501441,127.31419
62014,수루배마을4단지,36.501285,127.31406
62015,수루배마을3단지,36.500322,127.307365
62016,수루배마을3단지,36.500238,127.307661
51137,한국산업인력공단(세종지사),36.490395,127.256809
51138,한국산업인력공단(세종지사),36.4903,127.256369
51140,국책연구단지동측,36.495015,127.306198
51139,국책연구단지동측,36.495008,127.30666
51141,반곡차고지,36.496639,127.317551
51142,반곡차고지,36.496516,127.31785
51143,반곡고등학교,36.497411,127.316427
51144,반곡고등학교,36.497739,127.316291
52064,세종충남대학교병원,36.520517,127.259481
52065,세종충남대학교병원,36.521617,127.259736
64014,부강버스종점,36.526916,127.3696197
64032,장욱진화백탑비,36.5559269,127.3394987
64046,"나릿재마을 4,6단지",36.4916231,127.2611096
64059,세종예술의전당,36.4849259,127.266713
64089,봉암2교,36.5595678,127.2835256
64091,봉암리(봉암길),36.5578496,127.2847434
64110,연기리,36.5523851,127.2776127
64111,연기리,36.553186,127.2781373
38096,대전공원묘원,36.4519,127.2266
38097,대전공원묘원,36.452,127.2269
33069,응암2리마을회관,36.5534,127.3389
39038,송성1리,36.645081,127.217391
52068,해밀마을1단지,36.524978,127.2631843
52069,해밀마을1단지,36.5245725,127.263286
52071,원수산MTB공원,36.523357,127.2663781
52070,원수산MTB공원,36.5237808,127.2664048
57031,산학연클러스터,36.50184,127.32914
57032,산학연클러스터,36.50067,127.3279
57033,집현동,36.49804,127.32304
57034,집현동,36.49818,127.32136
64033,청미마을회관,36.6625624,127.2340451
64056,번암안동네,36.5845518,127.2925292
64060,세종예술의전당,36.484826,127.2662838
64061,양지고등학교,36.5074521,127.268335
64062,양지고등학교,36.50836,127.2664
64064,세종소방서,36.5061679,127.2722563
64075,등곡리(쌍용양회),36.5020407,127.3866584
64076,문곡리(호계마을),36.5288945,127.3933123
64077,문곡리(호계마을),36.5290048,127.3932318
64088,대전세종연구원,36.4894396,127.3023454
64093,"봉암리(봉암길,서원길)",36.5582417,127.2868999
64096,이응다리(금강보행교),36.4863,127.2825612
64097,이응다리(금강보행교),36.4865595,127.2823788
64009,수산리교차로,36.5378723,127.2340996
64010,수산리교차로,36.5382055,127.2339589
64048,"새나루마을9,10단지",36.49297,127.32451
64049,"새나루마을9,10단지",36.49296,127.32349
64050,응암3리,36.5362983,127.3486242
64051,응암3리,36.5361388,127.3486174
64052,평기교,36.5034383,127.202422
64053,평기교,36.5033477,127.2021484
64069,새나루마을10단지,36.4937474,127.3255569
64087,세종예술고등학교,36.4908067,127.2701107
64098,바른초등학교,36.5293754,127.2583137
64100,"산울마을7,8단지",36.5321419,127.2652344
64103,산울동커뮤니티센터,36.5332548,127.2619562
64104,산울동 산울고등학교,36.535935,127.2644083
64105,산울동 산울고등학교,36.5357583,127.2660176
64106,산울마을3단지,36.5260553,127.2592531
64107,산울마을3단지,36.525732,127.2587327
2348,조치원전통시장북측,36.6013651,127.2996963
32125,"진웅엠피아,재진가로등",36.538209,127.3364865
32126,"진웅엠피아,재진가로등",36.5383444,127.3366315
32127,명학2리,36.5236,127.35205
32128,명학2리,36.5238951,127.3519644
32129,응암3리마을입구,36.55073,127.35874
64019,다솜동,36.532531,127.3188316
64020,다솜동,36.5319968,127.3203074
64021,누리동,36.5342796,127.2936421
64022,누리동,36.5339416,127.2936765
64023,신흥3리,36.5956852,127.2907396
64024,신흥3리,36.5956318,127.2911254
64025,조치원 농협,36.592983,127.2869737
64026,조치원 농협,36.5928162,127.2869351
64027,신흥푸르지오,36.5915324,127.2899626
64028,신흥푸르지오,36.5913565,127.2899016
64073,한국개발연구원(KDI),36.4819656,127.3084015
64079,관정교,36.6921738,127.2023419
52066,세종충남대학교병원(후문),36.520501,127.259685
52067,세종충남대학교병원(후문),36.521691,127.259634
64011,다솜동,36.5317939,127.3202744
64012,다솜동,36.5319645,127.3198216
64065,전통문화체험관,36.5038919,127.2832104
64068,세종연구단지(수루배1단지),36.4960327,127.3053012
64078,관정교,36.6923538,127.2023473
64108,용호동,36.5365298,127.3113612
64109,용호동,36.5363568,127.3123309
64112,등곡삼거리,36.5172791,127.3788515
64113,등곡삼거리,36.5179956,127.3785076
64114,문곡리(범벅골),36.5279539,127.3955749
64117,용호동,36.5365242,127.3123125
64120,도램마을5단지,36.5181598,127.256533
64121,도램마을5단지,36.5179106,127.2561784
64122,늘봄초등학교,36.5141406,127.255785
64123,늘봄초등학교,36.5146509,127.2554888
64124,"도램마을1,2단지",36.5113335,127.2555407
64127,해들마을6단지,36.4754331,127.2771512
64128,해들마을6단지,36.4756927,127.276936
64129,"세종세무서,시청별관",36.4790321,127.2847192
53056,아름제2중(가락마을20단지),36.5165801,127.2413696
53058,가락마을8단지.가재마을4단지,36.5076818,127.2411758
53060,"종촌초등학교(가락마을6, 7단지)",36.5034395,127.2408773
53061,종촌초등학교(가재마을3단지),36.5038057,127.2413842
53059,가락마을8단지.가재마을4단지,36.5076286,127.2416171
53057,아름제2중(가락마을20단지),36.5166984,127.2418662
64031,월하리(패션아울렛),36.5735137,127.2903054
64034,반곡고등학교,36.4978363,127.3161531
64035,반곡고등학교,36.49733,127.31655
11108,조치원역,36.60099,127.29713
64074,등곡리(쌍용양회),36.5037501,127.3860039
64086,세종예술고등학교,36.4906518,127.2705183
64092,봉암리(봉암길),36.5577505,127.2846844
64099,바른초등학교,36.5289659,127.2577719
64101,"산울마을7,8단지",36.5321635,127.2655455
64102,산울동커뮤니티센터,36.5324359,127.2615592
64116,용호동,36.5364579,127.3112516
64131,"세종시청,금강보행교",36.4807267,127.2886721
64134,호려울마을10단지,36.4843529,127.2943667
64136,글벗초등학교(새샘마을4단지),36.4875727,127.2966502
64137,산학연클러스터(지원센터),36.5005464,127.328401
64138,가득초등학교정문,36.4883661,127.2441957
64139,가득초등학교정문,36.4883202,127.2437707
64151,조치원우체국,36.6020774,127.2852972
64152,조치원우체국,36.601868,127.2853443
64153,엘리프세종(조치원),36.6032116,127.2803017
64154,엘리프세종(조치원),36.6030738,127.2804573
64155,세종시교육청교육원,36.6047447,127.2852209
64156,세종시교육청교육원,36.6045948,127.2856334
64162,누리동기점지,36.5290162,127.2952436
64163,누리동기점지,36.5291514,127.2948186
64164,어진동행정복지센터,36.5011188,127.2560874
64165,어진동행정복지센터,36.5013843,127.2561366
64166,집현동기점지,36.4930617,127.3270546
64167,원성리(죽근마을),36.6760555,127.199558
51145,소담동새샘마을,36.484316,127.294478
51146,소담동새샘마을,36.483856,127.294281
57040,해밀고등학교,36.52621,127.27124
57039,해밀고등학교,36.5259544,127.2715644
57041,"나성중학교,나성초등학교",36.48943,127.26369
57042,"나성중학교,나성초등학교",36.49113,127.26272
64036,용포삼거리,36.4683,127.2822
64037,용포삼거리,36.46825,127.28234
64063,세종소방서,36.5064823,127.272369
64067,세종연구단지(수루배1단지),36.4962997,127.3055641
64072,새나루마을1단지(후문),36.4837674,127.3176229
64095,반곡고등학교,36.497378,127.3166309
64125,"도램마을1,2단지",36.5111653,127.2558786
64126,도램마을6단지,36.5086238,127.2605491
64130,"세종세무서,시청별관",36.4788561,127.2851048
64132,"세종시청,금강보행교",36.4804471,127.2888646
64133,호려울마을10단지,36.4835973,127.2941527
64135,글벗초등학교(새샘마을4단지),36.4866784,127.296646
64157,송성3리마을회관,36.6379031,127.2173692
64158,연기면행정복지센터,36.5436977,127.269023
64159,연기면행정복지센터,36.5435865,127.2697251
64161,원봉1리(생적골),36.4552915,127.2410254
64168,원성리(죽근마을),36.676151,127.1994662
33074,부강생활체육공원,36.5136568,127.3680756
33075,부강생활체육공원,36.5135576,127.3682151
31074,국립세종수목원(연구동),36.4980336,127.2897139
31075,"국립세종수목원,중앙공원",36.4996496,127.283625
31076,세종호수공원,36.5018825,127.2791339
31077,세종중앙공원,36.5001803,127.2821042
31078,국립세종수목원,36.4988004,127.286745
31079,국립세종수목원(연구동),36.4976075,127.2900113
33070,부강2리,36.5295,127.36597
33072,부강초등학교,36.52783,127.36722
33073,복지회관,36.52697,127.36974
33071,부강2리,36.52934,127.36628
62017,"나릿재마을1,2단지",36.4874554,127.2646885
62018,"나릿재마을1,2단지",36.4880312,127.2641006
64016,전의산업단지교차로,36.70158,127.21039
64038,"새샘마을7,8단지",36.48683,127.29981
64039,"새샘마을7,8단지",36.48709,127.30017
64040,동면농협예양지소,36.56798,127.32163
64041,동면농협예양지소,36.56811,127.3218
64042,"새나루마을4,9단지",36.49207,127.32188
64043,"새나루마을4,9단지",36.49207,127.32226
64044,"새나루마을2,8단지",36.4884705,127.3221026
64045,"새나루마을2,8단지",36.4885801,127.3224222
64047,"나릿재마을4,6단지",36.491527,127.261263
64066,전통문화체험관,36.5038217,127.2854098
64070,새나루마을10단지,36.4937495,127.3252565
64071,새나루마을1단지(후문),36.4840122,127.3174727
64080,문곡리(만트럭),36.5290657,127.4035571
64081,문곡리(만트럭),36.5289586,127.4034337
64090,봉암2교,36.5597276,127.2833969
64115,행산리,36.5561197,127.3731555
64160,원봉1리(토끼샘),36.4528694,127.2403984
64169,국립박물관단지,36.4899997,127.272418
64173,욱일아파트,36.6033347,127.2923462
64174,욱일아파트,36.6034944,127.292196
35104,도계리(풍덕골길),36.4949688,127.2100667
35105,도계리(풍덕골길),36.4952236,127.209954
52072,"범지기마을6,11단지",36.5106244,127.2501763
64094,"봉암리(봉암길,서원길)",36.5585606,127.2871252
64118,한국개발연구원(KDI),36.4822622,127.3084078
64119,대전교통공사,36.3512087,127.3549442
